,quality,Type,quality_label
1573,6,red,medium
1574,6,red,medium
1575,6,red,medium
1576,6,red,medium
1577,6,red,medium
1578,6,red,medium
1579,5,red,low
1580,6,red,medium
1581,5,red,low
1582,5,red,low
1583,5,red,low
1584,7,red,medium
1585,6,red,medium
1586,6,red,medium
1587,6,red,medium
1588,6,red,medium
1589,5,red,low
1590,6,red,medium
1591,6,red,medium
1592,6,red,medium
1593,6,red,medium
1594,5,red,low
1595,6,red,medium
1596,6,red,medium
1597,5,red,low
1598,6,red,medium
0,6,white,medium
1,6,white,medium
2,6,white,medium
3,6,white,medium
4,6,white,medium
5,6,white,medium
6,6,white,medium
7,6,white,medium
8,6,white,medium
9,6,white,medium
10,5,white,low
11,5,white,low
12,5,white,low
13,7,white,medium
14,5,white,low
15,7,white,medium
16,6,white,medium
17,8,white,high
18,6,white,medium
19,5,white,low
20,8,white,high
21,7,white,medium
22,8,white,high
23,5,white,low
24,6,white,medium
25,6,white,medium
26,6,white,medium
27,6,white,medium
28,6,white,medium
29,7,white,medium
30,6,white,medium
31,6,white,medium
32,6,white,medium
33,6,white,medium
34,5,white,low
35,5,white,low
36,5,white,low
37,6,white,medium
38,5,white,low
39,5,white,low
40,6,white,medium
41,6,white,medium
42,6,white,medium
43,6,white,medium
44,6,white,medium
45,7,white,medium
46,4,white,low
47,5,white,low
48,6,white,medium
49,5,white,low
50,6,white,medium
51,7,white,medium
52,7,white,medium
53,6,white,medium
54,6,white,medium
55,6,white,medium
56,6,white,medium
57,6,white,medium
58,6,white,medium
59,6,white,medium
60,6,white,medium
61,6,white,medium
62,5,white,low
63,6,white,medium
64,6,white,medium
65,5,white,low
66,7,white,medium
67,5,white,low
68,8,white,high
69,5,white,low
70,6,white,medium
71,5,white,low
72,5,white,low
73,6,white,medium
74,8,white,high
75,5,white,low
76,7,white,medium
77,7,white,medium
78,5,white,low
79,5,white,low
80,6,white,medium
81,6,white,medium
82,5,white,low
83,6,white,medium
84,5,white,low
85,6,white,medium
86,6,white,medium
87,6,white,medium
88,5,white,low
89,6,white,medium
90,6,white,medium
91,5,white,low
92,7,white,medium
93,7,white,medium
94,7,white,medium
95,6,white,medium
96,6,white,medium
97,7,white,medium
98,4,white,low
99,6,white,medium
100,5,white,low
101,5,white,low
102,5,white,low
103,5,white,low
104,5,white,low
105,6,white,medium
106,5,white,low
107,6,white,medium
108,6,white,medium
109,5,white,low
110,6,white,medium
111,5,white,low
112,5,white,low
113,5,white,low
114,5,white,low
115,4,white,low
116,6,white,medium
117,6,white,medium
118,5,white,low
119,5,white,low
120,5,white,low
121,5,white,low
122,5,white,low
123,6,white,medium
124,6,white,medium
125,6,white,medium
126,5,white,low
127,7,white,medium
128,7,white,medium
129,6,white,medium
130,5,white,low
131,7,white,medium
132,5,white,low
133,5,white,low
134,5,white,low
135,5,white,low
136,6,white,medium
137,5,white,low
138,7,white,medium
139,6,white,medium
140,5,white,low
141,5,white,low
142,6,white,medium
143,6,white,medium
144,6,white,medium
145,6,white,medium
146,6,white,medium
147,4,white,low
148,7,white,medium
149,6,white,medium
150,7,white,medium
151,6,white,medium
152,6,white,medium
153,5,white,low
154,6,white,medium
155,6,white,medium
156,6,white,medium
157,7,white,medium
158,8,white,high
159,8,white,high
160,7,white,medium
161,5,white,low
162,5,white,low
163,6,white,medium
164,5,white,low
165,5,white,low
166,6,white,medium
167,7,white,medium
168,5,white,low
169,5,white,low
170,6,white,medium
171,6,white,medium
172,4,white,low
173,7,white,medium
174,5,white,low
175,6,white,medium
176,4,white,low
177,5,white,low
178,4,white,low
179,6,white,medium
180,6,white,medium
181,5,white,low
182,5,white,low
183,6,white,medium
184,5,white,low
185,5,white,low
186,6,white,medium
187,5,white,low
188,8,white,high
189,4,white,low
190,6,white,medium
191,5,white,low
192,6,white,medium
193,5,white,low
194,5,white,low
195,6,white,medium
196,5,white,low
197,5,white,low
198,5,white,low
199,5,white,low
200,5,white,low
201,5,white,low
202,5,white,low
203,6,white,medium
204,4,white,low
205,5,white,low
206,5,white,low
207,4,white,low
208,5,white,low
209,6,white,medium
210,5,white,low
211,7,white,medium
212,5,white,low
213,6,white,medium
214,7,white,medium
215,5,white,low
216,5,white,low
217,5,white,low
218,5,white,low
219,5,white,low
220,5,white,low
221,6,white,medium
222,7,white,medium
223,6,white,medium
224,6,white,medium
225,5,white,low
226,6,white,medium
227,6,white,medium
228,6,white,medium
229,5,white,low
230,4,white,low
231,6,white,medium
232,6,white,medium
233,6,white,medium
234,6,white,medium
235,6,white,medium
236,6,white,medium
237,6,white,medium
238,7,white,medium
239,6,white,medium
240,5,white,low
241,5,white,low
242,7,white,medium
243,6,white,medium
244,5,white,low
245,6,white,medium
246,7,white,medium
247,7,white,medium
248,7,white,medium
249,5,white,low
250,4,white,low
251,3,white,low
252,5,white,low
253,3,white,low
254,6,white,medium
255,8,white,high
256,7,white,medium
257,7,white,medium
258,6,white,medium
259,4,white,low
260,6,white,medium
261,5,white,low
262,5,white,low
263,6,white,medium
264,6,white,medium
265,5,white,low
266,6,white,medium
267,5,white,low
268,6,white,medium
269,6,white,medium
270,6,white,medium
271,5,white,low
272,5,white,low
273,5,white,low
274,5,white,low
275,6,white,medium
276,6,white,medium
277,5,white,low
278,4,white,low
279,7,white,medium
280,8,white,high
281,8,white,high
282,4,white,low
283,5,white,low
284,5,white,low
285,5,white,low
286,6,white,medium
287,7,white,medium
288,7,white,medium
289,7,white,medium
290,7,white,medium
291,6,white,medium
292,5,white,low
293,7,white,medium
294,3,white,low
295,6,white,medium
296,5,white,low
297,7,white,medium
298,6,white,medium
299,6,white,medium
300,6,white,medium
301,6,white,medium
302,6,white,medium
303,6,white,medium
304,6,white,medium
305,6,white,medium
306,5,white,low
307,6,white,medium
308,7,white,medium
309,6,white,medium
310,7,white,medium
311,8,white,high
312,6,white,medium
313,6,white,medium
314,5,white,low
315,6,white,medium
316,6,white,medium
317,5,white,low
318,7,white,medium
319,6,white,medium
320,7,white,medium
321,5,white,low
322,6,white,medium
323,6,white,medium
324,5,white,low
325,5,white,low
326,6,white,medium
327,6,white,medium
328,6,white,medium
329,5,white,low
330,8,white,high
331,5,white,low
332,6,white,medium
333,5,white,low
334,5,white,low
335,6,white,medium
336,6,white,medium
337,6,white,medium
338,5,white,low
339,7,white,medium
340,7,white,medium
341,6,white,medium
342,6,white,medium
343,5,white,low
344,6,white,medium
345,6,white,medium
346,7,white,medium
347,6,white,medium
348,6,white,medium
349,5,white,low
350,7,white,medium
351,7,white,medium
352,6,white,medium
353,7,white,medium
354,6,white,medium
355,6,white,medium
356,6,white,medium
357,6,white,medium
358,6,white,medium
359,6,white,medium
360,6,white,medium
361,5,white,low
362,6,white,medium
363,6,white,medium
364,7,white,medium
365,7,white,medium
366,6,white,medium
367,6,white,medium
368,6,white,medium
369,5,white,low
370,6,white,medium
371,6,white,medium
372,5,white,low
373,6,white,medium
374,7,white,medium
375,7,white,medium
376,7,white,medium
377,7,white,medium
378,6,white,medium
379,7,white,medium
380,7,white,medium
381,6,white,medium
382,6,white,medium
383,6,white,medium
384,7,white,medium
385,7,white,medium
386,7,white,medium
387,5,white,low
388,6,white,medium
389,7,white,medium
390,7,white,medium
391,5,white,low
392,6,white,medium
393,6,white,medium
394,5,white,low
395,5,white,low
396,5,white,low
397,6,white,medium
398,5,white,low
399,6,white,medium
400,6,white,medium
401,5,white,low
402,5,white,low
403,5,white,low
404,6,white,medium
405,5,white,low
406,7,white,medium
407,5,white,low
408,6,white,medium
409,5,white,low
410,6,white,medium
411,6,white,medium
412,5,white,low
413,5,white,low
414,6,white,medium
415,6,white,medium
416,6,white,medium
417,5,white,low
418,6,white,medium
419,6,white,medium
420,7,white,medium
421,6,white,medium
422,6,white,medium
423,6,white,medium
424,7,white,medium
425,6,white,medium
426,6,white,medium
427,5,white,low
428,5,white,low
429,5,white,low
430,5,white,low
431,5,white,low
432,7,white,medium
433,4,white,low
434,8,white,high
435,7,white,medium
436,5,white,low
437,8,white,high
438,7,white,medium
439,5,white,low
440,7,white,medium
441,6,white,medium
442,8,white,high
443,6,white,medium
444,6,white,medium
445,3,white,low
446,5,white,low
447,6,white,medium
448,6,white,medium
449,7,white,medium
450,5,white,low
451,5,white,low
452,7,white,medium
453,7,white,medium
454,7,white,medium
455,6,white,medium
456,7,white,medium
457,5,white,low
458,6,white,medium
459,5,white,low
460,5,white,low
461,5,white,low
462,5,white,low
463,6,white,medium
464,5,white,low
465,5,white,low
466,6,white,medium
467,6,white,medium
468,5,white,low
469,5,white,low
470,6,white,medium
471,5,white,low
472,6,white,medium
473,7,white,medium
474,6,white,medium
475,5,white,low
476,7,white,medium
477,6,white,medium
478,6,white,medium
479,6,white,medium
480,5,white,low
481,6,white,medium
482,5,white,low
483,5,white,low
484,5,white,low
485,6,white,medium
486,6,white,medium
487,6,white,medium
488,6,white,medium
489,6,white,medium
490,6,white,medium
491,7,white,medium
492,6,white,medium
493,6,white,medium
494,6,white,medium
495,6,white,medium
496,4,white,low
497,6,white,medium
498,5,white,low
499,4,white,low
500,6,white,medium
501,6,white,medium
502,6,white,medium
503,5,white,low
504,6,white,medium
505,6,white,medium
506,5,white,low
507,7,white,medium
508,6,white,medium
509,7,white,medium
510,6,white,medium
511,6,white,medium
512,6,white,medium
513,6,white,medium
514,7,white,medium
515,6,white,medium
516,5,white,low
517,6,white,medium
518,6,white,medium
519,5,white,low
520,5,white,low
521,5,white,low
522,6,white,medium
523,6,white,medium
524,5,white,low
525,6,white,medium
526,4,white,low
527,6,white,medium
528,6,white,medium
529,6,white,medium
530,6,white,medium
531,5,white,low
532,6,white,medium
533,6,white,medium
534,6,white,medium
535,5,white,low
536,5,white,low
537,6,white,medium
538,5,white,low
539,6,white,medium
540,4,white,low
541,5,white,low
542,6,white,medium
543,6,white,medium
544,6,white,medium
545,6,white,medium
546,6,white,medium
547,6,white,medium
548,7,white,medium
549,5,white,low
550,7,white,medium
551,7,white,medium
552,7,white,medium
553,7,white,medium
554,7,white,medium
555,7,white,medium
556,5,white,low
557,6,white,medium
558,5,white,low
559,6,white,medium
560,7,white,medium
561,5,white,low
562,6,white,medium
563,7,white,medium
564,5,white,low
565,6,white,medium
566,6,white,medium
567,5,white,low
568,6,white,medium
569,6,white,medium
570,5,white,low
571,7,white,medium
572,5,white,low
573,7,white,medium
574,7,white,medium
575,6,white,medium
576,6,white,medium
577,7,white,medium
578,7,white,medium
579,7,white,medium
580,5,white,low
581,5,white,low
582,6,white,medium
583,6,white,medium
584,7,white,medium
585,6,white,medium
586,6,white,medium
587,7,white,medium
588,7,white,medium
589,6,white,medium
590,5,white,low
591,6,white,medium
592,5,white,low
593,5,white,low
594,5,white,low
595,7,white,medium
596,5,white,low
597,6,white,medium
598,8,white,high
599,7,white,medium
600,6,white,medium
601,6,white,medium
602,5,white,low
603,5,white,low
604,6,white,medium
605,6,white,medium
606,5,white,low
607,5,white,low
608,5,white,low
609,6,white,medium
610,8,white,high
611,6,white,medium
612,5,white,low
613,5,white,low
614,5,white,low
615,5,white,low
616,7,white,medium
617,6,white,medium
618,6,white,medium
619,6,white,medium
620,5,white,low
621,5,white,low
622,6,white,medium
623,5,white,low
624,5,white,low
625,8,white,high
626,4,white,low
627,6,white,medium
628,6,white,medium
629,6,white,medium
630,5,white,low
631,5,white,low
632,6,white,medium
633,5,white,low
634,6,white,medium
635,6,white,medium
636,7,white,medium
637,5,white,low
638,5,white,low
639,5,white,low
640,7,white,medium
641,4,white,low
642,6,white,medium
643,5,white,low
644,5,white,low
645,5,white,low
646,4,white,low
647,6,white,medium
648,5,white,low
649,7,white,medium
650,7,white,medium
651,7,white,medium
652,7,white,medium
653,6,white,medium
654,7,white,medium
655,6,white,medium
656,6,white,medium
657,5,white,low
658,5,white,low
659,4,white,low
660,5,white,low
661,7,white,medium
662,4,white,low
663,5,white,low
664,6,white,medium
665,5,white,low
666,6,white,medium
667,6,white,medium
668,6,white,medium
669,5,white,low
670,6,white,medium
671,6,white,medium
672,8,white,high
673,6,white,medium
674,5,white,low
675,6,white,medium
676,6,white,medium
677,7,white,medium
678,7,white,medium
679,7,white,medium
680,5,white,low
681,5,white,low
682,6,white,medium
683,5,white,low
684,5,white,low
685,5,white,low
686,7,white,medium
687,4,white,low
688,6,white,medium
689,7,white,medium
690,4,white,low
691,6,white,medium
692,5,white,low
693,5,white,low
694,6,white,medium
695,5,white,low
696,6,white,medium
697,5,white,low
698,5,white,low
699,5,white,low
700,5,white,low
701,7,white,medium
702,4,white,low
703,6,white,medium
704,6,white,medium
705,5,white,low
706,5,white,low
707,6,white,medium
708,6,white,medium
709,5,white,low
710,5,white,low
711,6,white,medium
712,6,white,medium
713,5,white,low
714,6,white,medium
715,7,white,medium
716,6,white,medium
717,5,white,low
718,7,white,medium
719,7,white,medium
720,5,white,low
721,5,white,low
722,6,white,medium
723,8,white,high
724,7,white,medium
725,5,white,low
726,7,white,medium
727,5,white,low
728,5,white,low
729,5,white,low
730,6,white,medium
731,6,white,medium
732,7,white,medium
733,6,white,medium
734,5,white,low
735,6,white,medium
736,6,white,medium
737,5,white,low
738,7,white,medium
739,6,white,medium
740,3,white,low
741,6,white,medium
742,6,white,medium
743,5,white,low
744,5,white,low
745,6,white,medium
746,6,white,medium
747,6,white,medium
748,6,white,medium
749,6,white,medium
750,6,white,medium
751,6,white,medium
752,6,white,medium
753,6,white,medium
754,5,white,low
755,7,white,medium
756,5,white,low
757,6,white,medium
758,7,white,medium
759,7,white,medium
760,6,white,medium
761,6,white,medium
762,5,white,low
763,6,white,medium
764,6,white,medium
765,6,white,medium
766,5,white,low
767,6,white,medium
768,7,white,medium
769,7,white,medium
770,7,white,medium
771,7,white,medium
772,7,white,medium
773,5,white,low
774,9,white,high
775,6,white,medium
776,6,white,medium
777,5,white,low
778,7,white,medium
779,8,white,high
780,4,white,low
781,6,white,medium
782,7,white,medium
783,8,white,high
784,5,white,low
785,6,white,medium
786,6,white,medium
787,6,white,medium
788,7,white,medium
789,6,white,medium
790,6,white,medium
791,7,white,medium
792,5,white,low
793,7,white,medium
794,5,white,low
795,5,white,low
796,6,white,medium
797,6,white,medium
798,6,white,medium
799,8,white,high
800,6,white,medium
801,5,white,low
802,5,white,low
803,7,white,medium
804,6,white,medium
805,6,white,medium
806,5,white,low
807,6,white,medium
808,6,white,medium
809,6,white,medium
810,5,white,low
811,6,white,medium
812,7,white,medium
813,6,white,medium
814,6,white,medium
815,5,white,low
816,5,white,low
817,5,white,low
818,5,white,low
819,5,white,low
820,9,white,high
821,6,white,medium
822,5,white,low
823,6,white,medium
824,5,white,low
825,6,white,medium
826,6,white,medium
827,9,white,high
828,7,white,medium
829,7,white,medium
830,6,white,medium
831,4,white,low
832,8,white,high
833,6,white,medium
834,6,white,medium
835,8,white,high
836,8,white,high
837,8,white,high
838,8,white,high
839,7,white,medium
840,7,white,medium
841,7,white,medium
842,7,white,medium
843,7,white,medium
844,8,white,high
845,8,white,high
846,5,white,low
847,5,white,low
848,7,white,medium
849,6,white,medium
850,7,white,medium
851,5,white,low
852,7,white,medium
853,5,white,low
854,7,white,medium
855,7,white,medium
856,5,white,low
857,5,white,low
858,7,white,medium
859,5,white,low
860,8,white,high
861,7,white,medium
862,6,white,medium
863,6,white,medium
864,5,white,low
865,6,white,medium
866,7,white,medium
867,8,white,high
868,7,white,medium
869,6,white,medium
870,5,white,low
871,5,white,low
872,6,white,medium
873,3,white,low
874,5,white,low
875,7,white,medium
876,9,white,high
877,6,white,medium
878,6,white,medium
879,8,white,high
880,7,white,medium
881,6,white,medium
882,6,white,medium
883,6,white,medium
884,6,white,medium
885,7,white,medium
886,6,white,medium
887,7,white,medium
888,6,white,medium
889,7,white,medium
890,6,white,medium
891,7,white,medium
892,5,white,low
893,7,white,medium
894,7,white,medium
895,6,white,medium
896,6,white,medium
897,6,white,medium
898,6,white,medium
899,6,white,medium
900,7,white,medium
901,6,white,medium
902,5,white,low
903,6,white,medium
904,8,white,high
905,4,white,low
906,4,white,low
907,8,white,high
908,4,white,low
909,5,white,low
910,5,white,low
911,5,white,low
912,5,white,low
913,5,white,low
914,4,white,low
915,5,white,low
916,7,white,medium
917,6,white,medium
918,6,white,medium
919,7,white,medium
920,7,white,medium
921,6,white,medium
922,6,white,medium
923,6,white,medium
924,8,white,high
925,5,white,low
926,5,white,low
927,7,white,medium
928,5,white,low
929,5,white,low
930,7,white,medium
931,5,white,low
932,6,white,medium
933,5,white,low
934,5,white,low
935,5,white,low
936,5,white,low
937,5,white,low
938,6,white,medium
939,7,white,medium
940,5,white,low
941,6,white,medium
942,7,white,medium
943,7,white,medium
944,7,white,medium
945,7,white,medium
946,5,white,low
947,5,white,low
948,4,white,low
949,5,white,low
950,5,white,low
951,6,white,medium
952,6,white,medium
953,5,white,low
954,6,white,medium
955,5,white,low
956,5,white,low
957,7,white,medium
958,7,white,medium
959,6,white,medium
960,6,white,medium
961,7,white,medium
962,6,white,medium
963,6,white,medium
964,6,white,medium
965,5,white,low
966,6,white,medium
967,6,white,medium
968,7,white,medium
969,7,white,medium
970,7,white,medium
971,7,white,medium
972,6,white,medium
973,7,white,medium
974,6,white,medium
975,5,white,low
976,6,white,medium
977,5,white,low
978,7,white,medium
979,5,white,low
980,6,white,medium
981,7,white,medium
982,6,white,medium
983,6,white,medium
984,5,white,low
985,6,white,medium
986,6,white,medium
987,6,white,medium
988,5,white,low
989,7,white,medium
990,6,white,medium
991,4,white,low
992,5,white,low
993,4,white,low
994,6,white,medium
995,6,white,medium
996,5,white,low
997,6,white,medium
998,6,white,medium
999,7,white,medium
1000,7,white,medium
1001,5,white,low
1002,6,white,medium
1003,7,white,medium
1004,6,white,medium
1005,6,white,medium
1006,6,white,medium
1007,5,white,low
1008,7,white,medium
1009,6,white,medium
1010,6,white,medium
1011,7,white,medium
1012,6,white,medium
1013,5,white,low
1014,5,white,low
1015,5,white,low
1016,5,white,low
1017,6,white,medium
1018,6,white,medium
1019,6,white,medium
1020,7,white,medium
1021,7,white,medium
1022,8,white,high
1023,6,white,medium
1024,6,white,medium
1025,6,white,medium
1026,6,white,medium
1027,4,white,low
1028,7,white,medium
1029,4,white,low
1030,6,white,medium
1031,6,white,medium
1032,6,white,medium
1033,6,white,medium
1034,3,white,low
1035,6,white,medium
1036,5,white,low
1037,5,white,low
1038,7,white,medium
1039,5,white,low
1040,4,white,low
1041,5,white,low
1042,4,white,low
1043,5,white,low
1044,7,white,medium
1045,5,white,low
1046,5,white,low
1047,5,white,low
1048,5,white,low
1049,6,white,medium
1050,5,white,low
1051,6,white,medium
1052,5,white,low
1053,4,white,low
1054,5,white,low
1055,5,white,low
1056,6,white,medium
1057,5,white,low
1058,6,white,medium
1059,4,white,low
1060,7,white,medium
1061,5,white,low
1062,5,white,low
1063,5,white,low
1064,6,white,medium
1065,5,white,low
1066,6,white,medium
1067,7,white,medium
1068,7,white,medium
1069,6,white,medium
1070,7,white,medium
1071,5,white,low
1072,7,white,medium
1073,5,white,low
1074,6,white,medium
1075,7,white,medium
1076,6,white,medium
1077,5,white,low
1078,5,white,low
1079,6,white,medium
1080,7,white,medium
1081,6,white,medium
1082,6,white,medium
1083,6,white,medium
1084,7,white,medium
1085,5,white,low
1086,8,white,high
1087,8,white,high
1088,6,white,medium
1089,7,white,medium
1090,6,white,medium
1091,6,white,medium
1092,6,white,medium
1093,7,white,medium
1094,5,white,low
1095,8,white,high
1096,6,white,medium
1097,7,white,medium
1098,6,white,medium
1099,7,white,medium
1100,6,white,medium
1101,6,white,medium
1102,5,white,low
1103,5,white,low
1104,5,white,low
1105,7,white,medium
1106,8,white,high
1107,7,white,medium
1108,7,white,medium
1109,4,white,low
1110,7,white,medium
1111,6,white,medium
1112,6,white,medium
1113,5,white,low
1114,4,white,low
1115,8,white,high
1116,5,white,low
1117,5,white,low
1118,5,white,low
1119,5,white,low
1120,6,white,medium
1121,6,white,medium
1122,7,white,medium
1123,5,white,low
1124,5,white,low
1125,6,white,medium
1126,7,white,medium
1127,7,white,medium
1128,5,white,low
1129,7,white,medium
1130,6,white,medium
1131,6,white,medium
1132,5,white,low
1133,5,white,low
1134,5,white,low
1135,6,white,medium
1136,8,white,high
1137,8,white,high
1138,5,white,low
1139,5,white,low
1140,6,white,medium
1141,5,white,low
1142,5,white,low
1143,5,white,low
1144,5,white,low
1145,5,white,low
1146,5,white,low
1147,5,white,low
1148,6,white,medium
1149,5,white,low
1150,5,white,low
1151,5,white,low
1152,4,white,low
1153,6,white,medium
1154,4,white,low
1155,4,white,low
1156,6,white,medium
1157,6,white,medium
1158,6,white,medium
1159,6,white,medium
1160,6,white,medium
1161,6,white,medium
1162,7,white,medium
1163,6,white,medium
1164,6,white,medium
1165,5,white,low
1166,5,white,low
1167,6,white,medium
1168,5,white,low
1169,6,white,medium
1170,6,white,medium
1171,5,white,low
1172,6,white,medium
1173,5,white,low
1174,6,white,medium
1175,5,white,low
1176,7,white,medium
1177,6,white,medium
1178,5,white,low
1179,5,white,low
1180,5,white,low
1181,6,white,medium
1182,5,white,low
1183,6,white,medium
1184,7,white,medium
1185,5,white,low
1186,5,white,low
1187,8,white,high
1188,6,white,medium
1189,5,white,low
1190,6,white,medium
1191,7,white,medium
1192,6,white,medium
1193,7,white,medium
1194,6,white,medium
1195,6,white,medium
1196,7,white,medium
1197,7,white,medium
1198,6,white,medium
1199,7,white,medium
1200,6,white,medium
1201,7,white,medium
1202,5,white,low
1203,6,white,medium
1204,6,white,medium
1205,5,white,low
1206,6,white,medium
1207,5,white,low
1208,6,white,medium
1209,6,white,medium
1210,6,white,medium
1211,5,white,low
1212,6,white,medium
1213,6,white,medium
1214,6,white,medium
1215,5,white,low
1216,8,white,high
1217,5,white,low
1218,8,white,high
1219,8,white,high
1220,6,white,medium
1221,7,white,medium
1222,6,white,medium
1223,5,white,low
1224,7,white,medium
1225,6,white,medium
1226,7,white,medium
1227,5,white,low
1228,6,white,medium
1229,3,white,low
1230,6,white,medium
1231,7,white,medium
1232,7,white,medium
1233,6,white,medium
1234,6,white,medium
1235,5,white,low
1236,6,white,medium
1237,5,white,low
1238,7,white,medium
1239,5,white,low
1240,6,white,medium
1241,7,white,medium
1242,7,white,medium
1243,7,white,medium
1244,5,white,low
1245,4,white,low
1246,7,white,medium
1247,6,white,medium
1248,7,white,medium
1249,5,white,low
1250,7,white,medium
1251,5,white,low
1252,6,white,medium
1253,7,white,medium
1254,5,white,low
1255,6,white,medium
1256,6,white,medium
1257,6,white,medium
1258,6,white,medium
1259,6,white,medium
1260,6,white,medium
1261,6,white,medium
1262,6,white,medium
1263,6,white,medium
1264,5,white,low
1265,7,white,medium
1266,8,white,high
1267,7,white,medium
1268,5,white,low
1269,6,white,medium
1270,7,white,medium
1271,5,white,low
1272,5,white,low
1273,5,white,low
1274,6,white,medium
1275,6,white,medium
1276,7,white,medium
1277,5,white,low
1278,6,white,medium
1279,6,white,medium
1280,6,white,medium
1281,7,white,medium
1282,5,white,low
1283,8,white,high
1284,7,white,medium
1285,6,white,medium
1286,7,white,medium
1287,7,white,medium
1288,7,white,medium
1289,6,white,medium
1290,6,white,medium
1291,6,white,medium
1292,6,white,medium
1293,4,white,low
1294,4,white,low
1295,6,white,medium
1296,6,white,medium
1297,7,white,medium
1298,6,white,medium
1299,5,white,low
1300,6,white,medium
1301,5,white,low
1302,6,white,medium
1303,6,white,medium
1304,5,white,low
1305,7,white,medium
1306,8,white,high
1307,5,white,low
1308,6,white,medium
1309,6,white,medium
1310,6,white,medium
1311,6,white,medium
1312,5,white,low
1313,5,white,low
1314,6,white,medium
1315,6,white,medium
1316,6,white,medium
1317,5,white,low
1318,6,white,medium
1319,5,white,low
1320,6,white,medium
1321,6,white,medium
1322,6,white,medium
1323,5,white,low
1324,6,white,medium
1325,7,white,medium
1326,6,white,medium
1327,6,white,medium
1328,6,white,medium
1329,5,white,low
1330,5,white,low
1331,6,white,medium
1332,7,white,medium
1333,8,white,high
1334,6,white,medium
1335,6,white,medium
1336,8,white,high
1337,5,white,low
1338,5,white,low
1339,6,white,medium
1340,6,white,medium
1341,5,white,low
1342,6,white,medium
1343,6,white,medium
1344,8,white,high
1345,8,white,high
1346,7,white,medium
1347,7,white,medium
1348,8,white,high
1349,4,white,low
1350,7,white,medium
1351,7,white,medium
1352,6,white,medium
1353,5,white,low
1354,5,white,low
1355,5,white,low
1356,6,white,medium
1357,6,white,medium
1358,8,white,high
1359,7,white,medium
1360,6,white,medium
1361,7,white,medium
1362,7,white,medium
1363,4,white,low
1364,5,white,low
1365,7,white,medium
1366,6,white,medium
1367,5,white,low
1368,6,white,medium
1369,5,white,low
1370,6,white,medium
1371,7,white,medium
1372,6,white,medium
1373,6,white,medium
1374,7,white,medium
1375,7,white,medium
1376,6,white,medium
1377,6,white,medium
1378,7,white,medium
1379,6,white,medium
1380,7,white,medium
1381,7,white,medium
1382,6,white,medium
1383,6,white,medium
1384,6,white,medium
1385,5,white,low
1386,7,white,medium
1387,6,white,medium
1388,7,white,medium
1389,6,white,medium
1390,6,white,medium
1391,6,white,medium
1392,6,white,medium
1393,6,white,medium
1394,7,white,medium
1395,7,white,medium
1396,7,white,medium
1397,7,white,medium
1398,7,white,medium
1399,6,white,medium
1400,7,white,medium
1401,6,white,medium
1402,8,white,high
1403,8,white,high
1404,5,white,low
1405,4,white,low
1406,8,white,high
1407,6,white,medium
1408,7,white,medium
1409,6,white,medium
1410,6,white,medium
1411,6,white,medium
1412,8,white,high
1413,6,white,medium
1414,6,white,medium
1415,5,white,low
1416,6,white,medium
1417,3,white,low
1418,5,white,low
1419,7,white,medium
1420,4,white,low
1421,6,white,medium
1422,5,white,low
1423,4,white,low
1424,6,white,medium
1425,6,white,medium
1426,6,white,medium
1427,5,white,low
1428,7,white,medium
1429,5,white,low
1430,4,white,low
1431,5,white,low
1432,7,white,medium
1433,6,white,medium
1434,5,white,low
1435,5,white,low
1436,5,white,low
1437,7,white,medium
1438,5,white,low
1439,5,white,low
1440,5,white,low
1441,5,white,low
1442,5,white,low
1443,6,white,medium
1444,6,white,medium
1445,6,white,medium
1446,6,white,medium
1447,6,white,medium
1448,6,white,medium
1449,6,white,medium
1450,6,white,medium
1451,5,white,low
1452,6,white,medium
1453,7,white,medium
1454,5,white,low
1455,5,white,low
1456,6,white,medium
1457,6,white,medium
1458,6,white,medium
1459,6,white,medium
1460,6,white,medium
1461,6,white,medium
1462,6,white,medium
1463,6,white,medium
1464,8,white,high
1465,5,white,low
1466,6,white,medium
1467,7,white,medium
1468,5,white,low
1469,5,white,low
1470,7,white,medium
1471,6,white,medium
1472,5,white,low
1473,6,white,medium
1474,4,white,low
1475,6,white,medium
1476,5,white,low
1477,6,white,medium
1478,6,white,medium
1479,6,white,medium
1480,6,white,medium
1481,6,white,medium
1482,6,white,medium
1483,4,white,low
1484,3,white,low
1485,6,white,medium
1486,6,white,medium
1487,6,white,medium
1488,6,white,medium
1489,5,white,low
1490,6,white,medium
1491,5,white,low
1492,5,white,low
1493,8,white,high
1494,8,white,high
1495,7,white,medium
1496,5,white,low
1497,7,white,medium
1498,6,white,medium
1499,6,white,medium
1500,7,white,medium
1501,5,white,low
1502,5,white,low
1503,7,white,medium
1504,8,white,high
1505,7,white,medium
1506,6,white,medium
1507,6,white,medium
1508,6,white,medium
1509,5,white,low
1510,5,white,low
1511,6,white,medium
1512,7,white,medium
1513,6,white,medium
1514,7,white,medium
1515,6,white,medium
1516,6,white,medium
1517,6,white,medium
1518,6,white,medium
1519,5,white,low
1520,6,white,medium
1521,5,white,low
1522,5,white,low
1523,6,white,medium
1524,6,white,medium
1525,5,white,low
1526,6,white,medium
1527,6,white,medium
1528,6,white,medium
1529,6,white,medium
1530,5,white,low
1531,7,white,medium
1532,7,white,medium
